School_code,Attendance,Enrollment,New_student,Withdrawals,African_American,White,Asian,Latino,Other,Pacific_Islander,Low_income_family,SCHOOL_NAME_1,SCHOOL_NAME_2,ADDRESS,SCHOOL_ZIP,ZIP_PLUS_4,CITY,STATE_CD,PHONE_NUMBER,SCH_START_GRADE,SCH_TERM_GRADE,HPADDR,SCHOOL_LEVEL_NAME,Drugs,Morals,Assaults,Weapons,Thefts,Total_suspensions,One_suspension,Two_suspensions,Three_suspensions,Three_plus_suspensions,Teacher_attendance,Special_education,Gifted_education,English_second_language,Average_salary
1010,83.8,1155,177,232,91.94,1.7,4.3,1.36,0.66,0,85.9,JOHN BARTRAM HIGH SCHOOL,"BARTRAM, JOHN HIGH",2401 S. 67TH ST.,19142,NA,PHILADELPHIA,PA,2154926450,9,12,,HIGH SCHOOL,10,1,31,10.5,3.25,176.25,137,28.25,5.25,5.75,93.95,21.08,0.82,8.96,72345.825
1020,80.62,854.4,146,180.8,97.5,0.56,0.62,0.78,0.52,0,87.7,WEST PHILADELPHIA HIGH SCHOOL,WEST PHILADELPHIA HIGH SCHOOL,4901 CHESTNUT ST.,19139,NA,PHILADELPHIA,PA,2154712902,9,12,www.philasd.org/schools/westphila,HIGH SCHOOL,5.75,0.5,25,4.75,3,249.5,150,58.5,24,17,92.75,20.06,0.68,2.18,63536.71429
1030,89.82,419,8.8,38.4,90.32,3.56,1.14,4.3,0.74,0,85.88,HIGH SCHOOL OF THE FUTURE,HIGH SCHOOL OF THE FUTURE,4021 PARKSIDE AVE.,19104,NA,PHILADELPHIA,PA,2158235502,9,12,www.philasd.org/schools/hsof,HIGH SCHOOL,0.75,0.75,14.25,1,6,80.75,59.5,15.25,4.5,1.5,95.45,13.54,2.88,1.6,63622.82759
1050,91.48,285.6,5.8,13.4,96.42,0.24,0.06,2.12,1.16,0,79.64,PAUL ROBESON HIGH SCHOOL,"ROBESON, PAUL HIGH SCHOOL",4125 LUDLOW ST.,19104,NA,PHILADELPHIA,PA,2158238207,9,12,www.philasd.org/schools/robeson,HIGH SCHOOL,0.25,0.5,4,0,1.25,38.5,27.5,7.75,2.5,0.75,93.35,12.34,2.44,0.54,70837.13333
1100,80.52,610.6,99,110.2,97.78,0.84,0,1.2,0.2,0,88.06,SAYRE HIGH SCHOOL,"SAYRE, WILLIAM L. HIGH SCHOOL",5800 WALNUT ST.,19139,NA,PHILADELPHIA,PA,2154712904,9,12,www.philasd.org/schools/sayre,HIGH SCHOOL,4.5,0.25,30,6,1.75,200.25,123.25,44.75,20,12.25,91.925,19.68,0.86,0.48,68200.08696
1130,91.82,396,42,48,93.34,2.06,2.72,1.62,0.24,0,90.4,TILDEN MIDDLE SCHOOL,TILDEN MIDDLE SCHOOL,6601 ELMWOOD AVE.,19142,NA,PHILADELPHIA,PA,2154926454,6,8,,MIDDLE SCHOOL,1.25,1,10,2,0.75,73.25,44.5,13.75,5.25,9.75,92.675,20.68,0.64,5.28,66970.03448
1190,95.86,221.2,4.8,8.6,87.5,1.16,8.1,1.62,1.32,0,71.84,MOTIVATION HIGH SCHOOL,MOTIVATION HIGH SCHOOL,2555 S. 78TH ST.,19153,NA,PHILADELPHIA,PA,2154926451,9,12,www.philasd.org/schools/motivation,HIGH SCHOOL,0.5,0,2,0.25,0.5,10.5,9.25,1.25,0,0,95.7,7.36,3.08,4.28,65579.69231
1200,91.66,764.4,144.6,92.8,95.96,0.58,0.24,1.48,1.74,0,92.98,JOHN BARRY ELEMENTARY SCHOOL,"BARRY, JOHN ELEMENTARY SCHOOL",5900 RACE ST.,19139,NA,PHILADELPHIA,PA,2154712744,0,8,,ELEMENTARY SCHOOL,1,1.5,32.75,2.75,1,155.25,105.5,27.5,15,7.25,92.625,8.26,0.36,0.1,64675.92105
1230,91.12,508.2,78.6,75.4,95.28,1.22,0.46,1.24,1.62,0,90.84,BRYANT ACADEMICS PLUS SCHOOL,"BRYANT, WILLIAM C. SCHOOL",6001 CEDAR AVE.,19143,NA,PHILADELPHIA,PA,2154712910,0,8,www.philasd.org/schools/bryant,ELEMENTARY SCHOOL,0.25,0.75,22.25,2.25,0.25,67.25,47,11.5,5.25,3.5,91.4,11.24,0.4,0.64,59726.74074
1250,93.84,595.2,82.2,59.4,79.6,1.82,13.36,1.74,3.44,0,89.74,J. W. CATHARINE SCHOOL,"CATHARINE, JOSEPH SCHOOL",6600 CHESTER AVE.,19142,NA,PHILADELPHIA,PA,2157272155,0,5,,ELEMENTARY SCHOOL,0,0.75,5,1.5,0.5,24.75,19.75,2,1.5,1.5,94.9,11.2,0,12.1,70836.96667
1260,92.52,496.8,91.8,62.4,95.38,0.7,0.04,0.92,2.98,0,94.1,B. B. COMEGYS SCHOOL,"COMEGYS, BENJAMIN B. SCHOOL",5100 GREENWAY AVE.,19143,NA,PHILADELPHIA,PA,2157272162,0,6,,ELEMENTARY SCHOOL,0,0.75,7.5,2.5,0,57.25,40,10,4.5,2.75,92.025,10.78,0.14,0.18,67693.34483
1280,96.9,553.2,29.6,22.2,35.54,33.86,14.84,6.64,8.92,0,48.38,PENN ALEXANDER SCHOOL,PENN ALEXANDER SCHOOL,4209 SPRUCE ST.,19104,NA,PHILADELPHIA,PA,2158235465,0,8,www.philasd.org/schools/pennalexander,ELEMENTARY SCHOOL,0,0,0.75,0.25,0,4.75,3.5,0.5,0.5,0.25,97.4,6.04,2.1,7.02,75517.6875
1290,93.82,625.2,65.8,48.8,95.88,0.8,0.62,0.86,1.84,0,89.6,ANDREW HAMILTON SCHOOL,"HAMILTON, ANDREW SCHOOL",5640 SPRUCE ST.,19139,NA,PHILADELPHIA,PA,2154712911,0,8,www.philasd.org/schools/hamilton,ELEMENTARY SCHOOL,0.25,1,12,1.75,0.25,71.25,50,14.75,4.25,2.25,95.05,13.38,2.4,0.16,67028.17241
1300,94.36,471.2,72,41.2,95.02,0.8,0,1.56,2.62,0,93,A. D. HARRINGTON SCHOOL,"HARRINGTON, AVERY D. SCHOOL",5300 BALTIMORE AVE.,19143,NA,PHILADELPHIA,PA,2154712914,0,6,www.philasd.org/schools/harrington,ELEMENTARY SCHOOL,0.25,0,11,1.5,0.5,31.75,17.5,6.25,3.5,4.5,95.5,10.22,0.08,0.44,68102.14815
1330,91.2,751.6,108.6,81.2,96.36,0.3,0.04,1.2,2.08,0,91.08,SAMUEL B HUEY SCHOOL,"HUEY, SAMUEL B. SCHOOL",5200 PINE ST.,19143,NA,PHILADELPHIA,PA,2154712901,0,8,,ELEMENTARY SCHOOL,0.5,0.25,11.75,3,0.25,148.25,93.5,30,10.25,14.5,93.95,10.42,0.02,0.66,61147.9
1340,93.66,404,50.8,33.6,86.38,1.12,6.78,1.28,4.46,0,90.1,HENRY C. LEA SCHOOL,"LEA, HENRY C.",4700 LOCUST ST.,19139,NA,PHILADELPHIA,PA,2154712915,0,8,www.philasd.org/schools/lea,ELEMENTARY SCHOOL,1,0.5,7,1.5,0.5,51,34.75,9.25,4.5,2.5,95.2,11.92,0.2,13.72,60661.5
1350,92.14,519,75.2,63.8,97.88,0.26,0.08,0.34,1.46,0,90.98,W C LONGSTRETH SCHOOL,"LONGSTRETH, WILLIAM C. SCHOOL",5700 WILLOWS AVE.,19143,NA,PHILADELPHIA,PA,2157272158,0,8,www.philasd.org/schools/longstreth,ELEMENTARY SCHOOL,1,0,6.5,3.75,0.75,49.5,27.75,12.75,4.5,4.5,92.975,11.36,0.22,1.06,73192.64
1360,90.36,332.4,54,46.4,95.24,0.54,0.06,2.08,2.08,0,93.76,MORTON MCMICHAEL SCHOOL,"MC MICHAEL, MORTON SCHOOL",3543 FAIRMOUNT AVE.,19104,NA,PHILADELPHIA,PA,2158238205,0,8,www.philasd.org/schools/mcmichael,ELEMENTARY SCHOOL,0.25,2.25,15.25,2.75,0,85.25,47.75,18.25,9,10.25,94.525,14.22,0,0.18,70148.15385
1370,92.76,535.6,92,61.6,95.98,0.86,0.5,0.78,1.84,0,92.7,S. WEIR MITCHELL,MITCHELL ELEMENTARY SCHOOL,5500 KINGSESSING AVE.,19143,NA,PHILADELPHIA,PA,2157272160,0,5,,ELEMENTARY SCHOOL,0.25,0.5,8.25,1.5,0,33,25.75,5.5,1.5,0.25,96.225,8.9,0.3,0.66,66639.10811
1380,93.18,789.2,112.2,95.2,88.06,1.36,5.44,2.38,2.74,0,89.64,THOMAS G MORTON SCHOOL,"MORTON, THOMAS G. SCHOOL",2501 S. 63RD ST.,19142,NA,PHILADELPHIA,PA,2157272164,0,5,www.philasd.org/schools/morton,ELEMENTARY SCHOOL,1,0,12.5,2.25,0.5,91,64,17,6.25,3.75,93.85,11.64,0.12,10.98,65681.72093
1390,95.26,238.6,19.8,14.2,75.5,13.74,3.78,1.24,5.6,0,65.42,SAMUEL POWEL SCHOOL,"POWEL, SAMUEL SCHOOL",301 N. 36TH ST.,19104,NA,PHILADELPHIA,PA,2158238201,0,4,www.philasd.org/schools/powel,ELEMENTARY SCHOOL,0,0.25,1.75,0.25,0,6.5,4.25,2,0.25,0,94.475,4.72,5.54,1.58,77700.5
1400,93.76,682.8,110.4,73.2,86.82,2.46,5.86,1.32,3.52,0,86.76,JOHN M PATTERSON SCHOOL,"PATTERSON, JOHN M. SCHOOL",7000 BUIST AVE.,19142,NA,PHILADELPHIA,PA,2154926453,0,4,www.philasd.org/schools/patterson,ELEMENTARY SCHOOL,0,0,3.25,1.25,0.25,25.25,18.25,5,1.5,0.5,93.05,5.5,0.02,15.74,73525.77419
1410,91.42,587.4,89.8,76,95.86,0.72,0,0.86,2.54,0,91.9,JAMES RHOADS SCHOOL,"RHOADS, JAMES SCHOOL",4901 PARRISH ST.,19139,NA,PHILADELPHIA,PA,2155815504,0,8,www.philasd.org/schools/rhoads,ELEMENTARY SCHOOL,0.5,0.25,15.75,2,1,123.75,66.75,23,14.25,19.75,94.075,11.7,0.08,0,62406.38462
1420,93.64,371.8,37.8,25,95.94,0.46,0.3,0.6,2.78,0,90.06,M. WASHINGTON ACADEMICS PLUS,"WASHINGTON, MARTHA SCHOOL",766 N. 44TH ST.,19104,NA,PHILADELPHIA,PA,2158238203,0,8,www.philasd.org/schools/marthawashington,ELEMENTARY SCHOOL,0.5,0.75,6,1,0.5,45.75,29.5,10.25,4.5,1.5,96,18.42,0.06,0.98,66389.04348
1440,93.88,637.2,67.4,61,87.6,2.52,2.62,2.5,4.74,0,79.96,PENROSE SCHOOL,PENROSE SCHOOL,2515 S. 78TH ST.,19153,NA,PHILADELPHIA,PA,2154926455,0,8,www.philasd.org/schools/penrose,ELEMENTARY SCHOOL,0,0.75,17.5,1,0.5,97.5,53,22.25,9.5,12.75,92.925,15.16,0.12,3.1,71287.6875
1460,92.06,524.4,87.2,63.2,97.3,0.38,0,1,1.34,0,88.16,ADD B ANDERSON SCHOOL,"ANDERSON, ADD B. SCHOOL",1034 S. 60TH ST.,19143,NA,PHILADELPHIA,PA,2154712903,0,8,www.philasd.org/schools/anderson,ELEMENTARY SCHOOL,0.25,1,17.25,2.25,1,52.5,34.75,12.25,3.25,2.25,95.45,10.08,0.64,0.48,72712.23077
1470,91.92,448.6,94.4,66,92.34,0.72,1.06,2.46,3.44,0,94.82,ALAIN LOCKE SCHOOL,"LOCKE, ALAIN SCHOOL",4550 HAVERFORD AVE.,19139,NA,PHILADELPHIA,PA,2158238202,0,8,www.philasd.org/schools/locke,ELEMENTARY SCHOOL,0.25,1.25,19,1.75,0.25,54.5,39,8.5,4.75,2.25,94.3,9.96,0.04,1.52,61612.24138
1490,92.92,397.8,74.4,39.6,97.54,0.26,0.1,0.98,1.12,0,91.62,BLANKENBURG SCHOOL,"BLANKENBURG, RUDOLPH SCHOOL",4600 W. GIRARD AVE.,19131,NA,PHILADELPHIA,PA,2155815505,0,8,www.philasd.org/schools/blankenburg,ELEMENTARY SCHOOL,0,1.25,11,1.25,0.25,71,39,15,10.25,6.75,93.275,15.78,0.1,0.16,66565.54167
1580,95.58,277,4.2,9.4,86.68,3.02,6.14,1.64,2.46,0,74.02,MIDDLE YEARS ALTERNATIVE-MYA,MYA-MIDDLE YEARS ALTERNATIVE,4725 FAIRMOUNT AVE.,19139,NA,PHILADELPHIA,PA,2155815633,5,8,www.philasd.org/schools/mya,MIDDLE SCHOOL,0.25,0.5,3,0,0.5,49,26.75,13.25,4,5,92.425,7.16,4.86,2.28,74837.5
2000,80.26,874.6,167.2,254.4,63.34,5.84,23.94,6.12,0.8,0,86.3,SOUTH PHILADELPHIA H.S.,SOUTH PHILADELPHIA H.S.,2101 S. BROAD ST.,19148,NA,PHILADELPHIA,PA,2159526220,9,12,www.philasd.org/schools/southphila,HIGH SCHOOL,9.25,1.5,50.75,9.5,2.25,313.5,177,71,22.5,43,95.2,23.14,0.84,21.2,78322.4
2010,85.06,630,81.6,116.8,85.24,0.82,4.42,8.78,0.64,0,88.72,BENJAMIN FRANKLIN HIGH SCHOOL,"FRANKLIN, BENJAMIN HIGH SCHOOL",550 N. BROAD ST.,19130,NA,PHILADELPHIA,PA,2152994662,9,12,www.philasd.org/schools/benfranklin,HIGH SCHOOL,2.5,0.5,14.25,1.5,2.25,155.5,98.25,33.5,12.5,11.25,94.375,22.36,2.38,7.66,69572.82927
2020,94.68,684.4,2.4,12.4,50.8,32.12,4.64,10.02,2.34,0,51.82,CREATIVE AND PERFORMING ARTS,CREATIVE AND PERFORMING ARTS,901 S. BROAD ST.,19147,NA,PHILADELPHIA,PA,2159522462,9,12,www.philasd.org/schools/capa,HIGH SCHOOL,0.25,0,1.75,0.25,1.25,15.25,12.75,2,0.5,0,94.75,4.72,18.84,1.1,71402.625
2140,97.48,1189.6,2.4,5.8,27.56,42.74,20.18,6.12,3.36,0,45.44,MASTERMAN HIGH SCHOOL,"MASTERMAN, JULIA R. HIGH SCHL.",1699 SPRING GARDEN ST.,19130,NA,PHILADELPHIA,PA,2152994661,5,12,www.philasd.org/schools/masterman,HIGH SCHOOL,1,0,0.5,1.25,0.75,11.75,10,1,0.5,0.25,96.325,1.94,63.02,0.32,46694
2160,86.38,624.8,88.2,101.6,40.06,11.12,37.82,9.78,1.18,0,79.52,FURNESS HIGH SCHOOL,"FURNESS, HORACE HIGH SCHOOL",1900 S. 3RD ST.,19148,NA,PHILADELPHIA,PA,2159526226,9,12,www.philasd.org/schools/furness,HIGH SCHOOL,2.25,0.75,12.5,4,1.5,82.75,58.5,15,4.5,4.75,94.275,20.26,1.02,28.12,70122.54054
2190,94.68,512.6,47.8,31.6,14.44,33.14,30.88,16.06,5.46,0,83.64,D. NEWLIN FELL SCHOOL,"FELL, D. NEWLIN SCHOOL",900 W. OREGON AVE.,19148,NA,PHILADELPHIA,PA,2159526237,0,8,www.philasd.org/schools/dnfell,ELEMENTARY SCHOOL,0,0,0.5,0.5,0.75,28.5,17.5,7.5,1.75,1.75,94.025,10.24,0.9,19.58,71526.31034
2210,94.44,388.6,34.6,26.2,79.26,8.6,0.52,6.78,4.82,0.06,82.02,BACHE-MARTIN SCHOOL,BACHE-MARTIN SCHOOL,2201 BROWN ST.,19130,NA,PHILADELPHIA,PA,2156845074,0,8,www.philasd.org/schools/bachemartin,ELEMENTARY SCHOOL,0,0.75,4.75,0.25,0.5,27.75,22,4,1.75,0,94.225,23.3,6.14,2.48,71557.84
2240,93.38,391.4,39.4,34,68.86,18.7,3.58,3.08,5.78,0,90.82,AMEDEE F BREGY SCHOOL,"BREGY, F. AMEDEE SCHOOL",1700 BIGLER ST.,19145,NA,PHILADELPHIA,PA,2159526218,0,8,www.philasd.org/schools/bregy,ELEMENTARY SCHOOL,0,1.5,8.75,0.75,0,50.75,31.25,12.75,4.5,2.25,92.95,18.48,0.62,1.92,69102.04167
2260,93.98,581.8,54.6,39.4,61.66,0.34,25.32,9.56,3.14,0,90.34,GEORGE W CHILDS SCHOOL,"CHILDS, GEORGE W. SCHOOL",1599 WHARTON ST.,19146,NA,PHILADELPHIA,PA,2159526213,0,8,www.philasd.org/schools/childs,ELEMENTARY SCHOOL,0.5,0.25,6.5,1.25,0,73.5,45.5,13,7.25,7.75,95.75,12.6,2.06,17.66,69137.96774
2290,91.46,704.2,3.4,24.2,44.5,25.72,11.04,17.6,1,0,74.62,FRANKLIN LEARNING CENTER,FRANKLIN LEARNING CENTER,616 N. 15TH ST.,19130,NA,PHILADELPHIA,PA,2156845916,9,12,www.flc.phila.k12.pa.us,HIGH SCHOOL,0.75,0,2.5,1.25,0.5,35,30.25,3.25,1,0.5,94.9,5.02,8.52,2.56,70988.17647
2320,93.7,593.4,73.2,49.8,59.08,5.92,24.04,6.6,4.28,0,88.76,STEPHEN GIRARD SCHOOL,"GIRARD, STEPHEN SCHOOL",1800 SNYDER AVE.,19145,NA,PHILADELPHIA,PA,2159528554,0,4,www.philasd.org/schools/girard,ELEMENTARY SCHOOL,0,0.25,6,2.5,1,79.75,40.25,20,8.25,11.25,94.225,9.96,0,21.94,71885.37931
2340,97.1,556.8,63.8,36.2,20.46,15.1,57.96,1.58,4.82,0,57.74,MC CALL SCHOOL,"MC CALL, GEN. GEORGE A. SCHOOL",325 S. 7TH ST.,19106,NA,PHILADELPHIA,PA,2153517350,0,8,www.philasd.org/schools/mccall,ELEMENTARY SCHOOL,0,0.25,0.5,0,0,13.5,10.5,2,0.5,0.5,95.725,8.84,8.66,26.26,74461.02941
2370,92.26,773,102.8,71.6,93.7,1.4,0.9,1.96,2.02,0,91.72,DELAPLAINE MCDANIEL SCHOOL,"MCDANIEL, DELAPLAINE SCHOOL",1801 S. 22ND ST.,19145,NA,PHILADELPHIA,PA,2159526380,0,8,www.philasd.org/schools/mcdaniel,ELEMENTARY SCHOOL,1,2.25,23.25,2.75,0.75,108.75,72.25,22.5,8,6,92.725,13.96,0.42,0.52,64570.47222
2380,96.34,489.4,20.8,11,25.08,59.46,5.82,5.14,4.44,0,49.58,MEREDITH SCHOOL,"MEREDITH, WILLIAM M. SCHOOL",725 S. 5TH ST.,19147,NA,PHILADELPHIA,PA,2153517360,0,8,www.meredith.phila.k12.pa.us,ELEMENTARY SCHOOL,0,0,0.25,0.25,0,14.5,10,3.25,0.75,0.5,95.85,7.5,19.24,0.2,69947.41667
2390,92.98,351.2,64.2,54.8,96.56,0.46,0,1.84,1.12,0,92.32,ROBERT MORRIS SCHOOL,"MORRIS, ROBERT SCHOOL",2600 W. THOMPSON ST.,19121,NA,PHILADELPHIA,PA,2156845087,0,8,www.philasd.org/schools/morris,ELEMENTARY SCHOOL,0,2.25,20.5,1.75,0.25,77.75,41.5,17.75,7,11.5,95.475,18.7,0.64,0.12,70835
2410,96.76,499,3,6.4,28.38,51.36,13.68,4.2,2.22,0,48.66,GIRARD ACADEMIC MUSIC PROGRAM,GIRARD ACADEMIC MUSIC PROGRAM,2136 W. RITNER ST.,19145,NA,PHILADELPHIA,PA,2159528589,5,12,www.philasd.org/schools/gamp,HIGH SCHOOL,0,0.25,0.25,0,0.25,1.25,1.25,0,0,0,95.5,4.84,18.22,0.16,69540.91304
2450,93.76,230.2,21.2,13,89.84,1.56,0.66,4.72,3.08,0,88.74,EDWIN M. STANTON SCHOOL,"STANTON, EDWIN M. SCHOOL",1700 CHRISTIAN ST.,19146,NA,PHILADELPHIA,PA,2158753185,0,8,,ELEMENTARY SCHOOL,0.25,1,3.5,0.5,0.25,28.25,20.25,4.75,1.75,1.5,94.275,14.42,3.94,0.78,64463.64706
2470,95.54,516,29.4,14.4,50.28,32.94,6.44,4,6.36,0,55.12,ALBERT M. GREENFIELD SCHOOL,"GREENFIELD, ALBERT M. SCHOOL",2200 CHESTNUT ST.,19103,NA,PHILADELPHIA,PA,2152993566,0,8,www.centercityschools.com/Greenfield/,ELEMENTARY SCHOOL,0,0.25,2.5,1,0,17,12.5,2.75,0.75,1,92.975,16.48,9.82,1.48,70799.22222
2480,93.62,205.8,28.6,18.4,87.54,1.34,1.46,4.48,5.16,0,88.42,CHESTER A. ARTHUR SCHOOL,"ARTHUR, CHESTER A. SCHOOL",2000 CATHARINE ST.,19146,NA,PHILADELPHIA,PA,2158755774,0,8,,ELEMENTARY SCHOOL,0.25,0,7,0,0,27,15.5,6.5,3.5,1.5,91.4,23.88,1.16,1.78,65533.875
2490,94.02,256,34.4,23.8,75.96,1.88,0.46,16.92,4.8,0,92.36,LAURA W. WARING SCHOOL,"WARING, LAURA W. SCHOOL",1801 GREEN ST.,19130,NA,PHILADELPHIA,PA,2156845073,0,8,,ELEMENTARY SCHOOL,0.75,0,2.75,0.25,0,4.5,3,1.5,0,0,95.5,11,0.36,4.08,64193.15
2510,95.02,355.6,33.4,25.4,35.04,12.34,17,30.72,4.86,0,81.18,ANDREW JACKSON SCHOOL,"JACKSON, ANDREW SCHOOL",1213 S. 12TH ST.,19147,NA,PHILADELPHIA,PA,2159526223,0,8,,ELEMENTARY SCHOOL,0.5,0.5,3.75,0.5,0.25,31.25,17,8,3,3.25,95.075,12.9,0.72,15.52,68642.23077
2520,95.22,352.2,26.2,9.2,11.44,63.94,13.64,4.56,6.4,0,68.22,A.S. JENKS ACADEMICS PLUS SCH,"JENKS, ABRAM SCHOOL",2501 S. 13TH ST.,19148,NA,PHILADELPHIA,PA,2159526224,0,4,www.philasd.org/schools/asjenks,ELEMENTARY SCHOOL,0,0.25,0.75,1.5,0,8.5,6.75,0.75,0.25,0.75,97.175,13.08,0.58,3.02,77231.92857
